Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2020,Diabetes Mellitus,Male,Asian and Pacific Islander,126.0,20.1,18.8
2020,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,118.0,18.8,18.2
2020,Other Causes,Male,Asian and Pacific Islander,87.0,13.9,14.2
2020,Essential Hypertension and Renal Diseases,Male,Asian and Pacific Islander,59.0,9.4,9.2
2020,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,55.0,8.8,8.3
2020,Accidents Except Drug Poisoning,Male,Asian and Pacific Islander,50.0,8.0,7.8
2020,Other Causes,Male,Asian and Pacific Islander,633.0,100.8,100.3
2020,Diseases of Heart,Male,Non-Hispanic White,4339.0,310.0,234.2
2020,Covid-19,Male,Non-Hispanic White,3297.0,235.6,178.9
2020,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,2480.0,177.2,137.6
2020,Mental and Behavioral Disorders,Male,Non-Hispanic White,566.0,40.4,37.1
2020,Other Causes,Male,Non-Hispanic White,390.0,27.9,21.1
2020,Other Causes,Male,Non-Hispanic White,349.0,24.9,18.7
2020,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,312.0,22.3,16.9
2020,Diabetes Mellitus,Male,Non-Hispanic White,285.0,20.4,15.9
2020,Essential Hypertension and Renal Diseases,Male,Non-Hispanic White,220.0,15.7,11.9
2020,Accidents Except Drug Poisoning,Male,Non-Hispanic White,220.0,15.7,12.5
2020,Other Causes,Male,Non-Hispanic White,2658.0,189.9,150.5
2020,Covid-19,Male,Non-Hispanic Black,3288.0,378.2,372.0
2020,Diseases of Heart,Male,Non-Hispanic Black,3007.0,345.9,346.4
2020,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1283.0,147.6,144.3
2020,Mental and Behavioral Disorders,Male,Non-Hispanic Black,482.0,55.4,50.1
2020,Diabetes Mellitus,Male,Non-Hispanic Black,395.0,45.4,44.8
2020,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,290.0,33.4,33.5
2020,Assault (Homicide),Male,Non-Hispanic Black,281.0,32.3,33.1
2020,Other Causes,Male,Non-Hispanic Black,253.0,29.1,28.9
2020,Essential Hypertension and Renal Diseases,Male,Non-Hispanic Black,252.0,29.0,29.3
2020,Accidents Except Drug Poisoning,Male,Non-Hispanic Black,191.0,22.0,21.9
2020,Other Causes,Male,Non-Hispanic Black,1884.0,216.7,215.4
2020,Covid-19,Male,Other Race/ Ethnicity,159.0,,
2020,Diseases of Heart,Male,Other Race/ Ethnicity,107.0,,
2020,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,55.0,,
2020,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,23.0,,
2020,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,21.0,,
2020,Diabetes Mellitus,Male,Other Race/ Ethnicity,19.0,,
2020,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,13.0,,
2020,Accidents Except Drug Poisoning,Male,Other Race/ Ethnicity,12.0,,
2020,Other Causes,Male,Other Race/ Ethnicity,11.0,,
2020,Other Causes,Male,Other Race/ Ethnicity,10.0,,
2020,Other Causes,Male,Other Race/ Ethnicity,100.0,,
2020,Covid-19,Male,Not Stated/Unknown,468.0,,
2020,Diseases of Heart,Male,Not Stated/Unknown,308.0,,
2020,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,87.0,,
2020,Other Causes,Male,Not Stated/Unknown,37.0,,
2020,Mental and Behavioral Disorders,Male,Not Stated/Unknown,36.0,,
2020,Diabetes Mellitus,Male,Not Stated/Unknown,34.0,,
2020,Essential Hypertension and Renal Diseases,Male,Not Stated/Unknown,24.0,,
2020,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,23.0,,
2020,Other Causes,Male,Not Stated/Unknown,20.0,,
2020,Other Causes,Male,Not Stated/Unknown,19.0,,
2020,Other Causes,Male,Not Stated/Unknown,199.0,,
2020,Covid-19,Female,Hispanic,2515.0,193.4,176.2
2020,Diseases of Heart,Female,Hispanic,1850.0,142.2,127.6
2020,Malignant Neoplasms (Cancer),Female,Hispanic,1095.0,84.2,77.5
2020,Cerebrovascular Disease (Stroke),Female,Hispanic,293.0,22.5,20.2
2020,Diabetes Mellitus,Female,Hispanic,269.0,20.7,18.9
2020,Other Causes,Female,Hispanic,224.0,17.2,15.2
2020,Other Causes,Female,Hispanic,223.0,17.1,15.5
2020,Other Causes,Female,Hispanic,190.0,14.6,13.3
2020,Essential Hypertension and Renal Diseases,Female,Hispanic,181.0,13.9,12.4
2020,Mental and Behavioral Disorders,Female,Hispanic,133.0,10.2,9.9
2020,Other Causes,Female,Hispanic,1478.0,113.6,104.1
2020,Diseases of Heart,Female,Asian and Pacific Islander,785.0,114.5,95.8
2020,Covid-19,Female,Asian and Pacific Islander,733.0,106.9,89.8
2020,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,599.0,87.4,73.9
2020,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,119.0,17.4,14.5
2020,Essential Hypertension and Renal Diseases,Female,Asian and Pacific Islander,94.0,13.7,11.4
2020,Diabetes Mellitus,Female,Asian and Pacific Islander,91.0,13.3,11.1
2020,Other Causes,Female,Asian and Pacific Islander,91.0,13.3,11.1
2020,Other Causes,Female,Asian and Pacific Islander,68.0,9.9,8.3
2020,Accidents Except Drug Poisoning,Female,Asian and Pacific Islander,44.0,6.4,5.5
2020,Other Causes,Female,Asian and Pacific Islander,39.0,5.7,4.8
2020,Other Causes,Female,Asian and Pacific Islander,561.0,81.8,70.2
2020,Diseases of Heart,Female,Non-Hispanic White,4518.0,312.3,159.5
2020,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,2500.0,172.8,114.2
2020,Covid-19,Female,Non-Hispanic White,2362.0,163.3,91.8
2020,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,408.0,28.2,14.8
2020,Other Causes,Female,Non-Hispanic White,405.0,28.0,15.7
2020,Other Causes,Female,Non-Hispanic White,365.0,25.2,11.5
2020,Other Causes,Female,Non-Hispanic White,350.0,24.2,12.9
2020,Essential Hypertension and Renal Diseases,Female,Non-Hispanic White,225.0,15.6,7.9
2020,Diabetes Mellitus,Female,Non-Hispanic White,198.0,13.7,8.2
2020,Accidents Except Drug Poisoning,Female,Non-Hispanic White,161.0,11.1,6.9
2020,Other Causes,Female,Non-Hispanic White,2730.0,188.7,113.9
2020,Diseases of Heart,Female,Non-Hispanic Black,3160.0,307.0,217.1
2020,Covid-19,Female,Non-Hispanic Black,2700.0,262.4,191.4
2020,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1653.0,160.6,120.8
2020,Diabetes Mellitus,Female,Non-Hispanic Black,486.0,47.2,34.4
2020,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,369.0,35.9,25.4
2020,Essential Hypertension and Renal Diseases,Female,Non-Hispanic Black,346.0,33.6,23.9
2020,Other Causes,Female,Non-Hispanic Black,254.0,24.7,17.9
2020,Other Causes,Female,Non-Hispanic Black,253.0,24.6,18.3
2020,Mental and Behavioral Disorders,Female,Non-Hispanic Black,163.0,15.8,14.0
2020,Other Causes,Female,Non-Hispanic Black,146.0,14.2,9.4
2020,Other Causes,Female,Non-Hispanic Black,2059.0,200.1,154.8
2020,Diseases of Heart,Female,Other Race/ Ethnicity,100.0,,
2020,Covid-19,Female,Other Race/ Ethnicity,82.0,,
2020,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,46.0,,
2020,Diabetes Mellitus,Female,Other Race/ Ethnicity,15.0,,
2020,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,13.0,,
2020,Essential Hypertension and Renal Diseases,Female,Other Race/ Ethnicity,7.0,,
2020,Other Causes,Female,Other Race/ Ethnicity,6.0,,
2020,Other Causes,Female,Other Race/ Ethnicity,5.0,,
2020,Nephritis and Related Diseases,Female,Other Race/ Ethnicity,5.0,,
2020,Accidents Except Drug Poisoning,Female,Other Race/ Ethnicity,5.0,,
2020,Other Causes,Female,Other Race/ Ethnicity,81.0,,
2020,Covid-19,Female,Not Stated/Unknown,181.0,,
2020,Diseases of Heart,Female,Not Stated/Unknown,140.0,,
2020,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,73.0,,
2020,Diabetes Mellitus,Female,Not Stated/Unknown,23.0,,
2020,Other Causes,Female,Not Stated/Unknown,23.0,,
2020,Mental and Behavioral Disorders,Female,Not Stated/Unknown,14.0,,
2020,Other Causes,Female,Not Stated/Unknown,13.0,,
2020,Essential Hypertension and Renal Diseases,Female,Not Stated/Unknown,12.0,,
2020,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,11.0,,
2020,Other Causes,Female,Not Stated/Unknown,9.0,,
2020,Other Causes,Female,Not Stated/Unknown,108.0,,
2021,Diseases of Heart,Male,Hispanic,1565.0,131.0,156.8
2021,Covid-19,Male,Hispanic,1236.0,103.4,119.4
2021,Malignant Neoplasms (Cancer),Male,Hispanic,1123.0,94.0,110.1
2021,Mental and Behavioral Disorders,Male,Hispanic,714.0,59.7,58.2
2021,Accidents Except Drug Poisoning,Male,Hispanic,255.0,21.3,22.8
2021,Diabetes Mellitus,Male,Hispanic,213.0,17.8,20.7
2021,Cerebrovascular Disease (Stroke),Male,Hispanic,209.0,17.5,21.2
2021,Other Causes,Male,Hispanic,195.0,16.3,19.6
2021,Chronic Liver Disease and Cirrhosis,Male,Hispanic,188.0,15.7,16.0
2021,Other Causes,Male,Hispanic,116.0,9.7,11.7
2021,Other Causes,Male,Hispanic,1695.0,141.8,162.7
2021,Diseases of Heart,Male,Asian and Pacific Islander,777.0,126.2,114.9
2021,Covid-19,Male,Asian and Pacific Islander,739.0,120.0,105.2
2021,Malignant Neoplasms (Cancer),Male,Asian and Pacific Islander,719.0,116.8,102.1
2021,Cerebrovascular Disease (Stroke),Male,Asian and Pacific Islander,133.0,21.6,19.9
2021,Other Causes,Male,Asian and Pacific Islander,109.0,17.7,16.4
2021,Diabetes Mellitus,Male,Asian and Pacific Islander,94.0,15.3,13.6
2021,Accidents Except Drug Poisoning,Male,Asian and Pacific Islander,91.0,14.8,13.7
2021,Other Causes,Male,Asian and Pacific Islander,67.0,10.9,10.1
2021,Essential Hypertension and Renal Diseases,Male,Asian and Pacific Islander,63.0,10.2,9.4
2021,Intentional Self-Harm (Suicide),Male,Asian and Pacific Islander,53.0,8.6,8.3
2021,Other Causes,Male,Asian and Pacific Islander,651.0,105.7,99.5
2021,Diseases of Heart,Male,Non-Hispanic White,3453.0,261.5,189.7
2021,Malignant Neoplasms (Cancer),Male,Non-Hispanic White,2377.0,180.0,132.9
2021,Covid-19,Male,Non-Hispanic White,1539.0,116.6,84.6
2021,Other Causes,Female,Hispanic,169.0,13.3,11.6
2021,Mental and Behavioral Disorders,Male,Non-Hispanic White,593.0,44.9,41.4
2021,Other Causes,Male,Non-Hispanic White,339.0,25.7,18.2
2021,Cerebrovascular Disease (Stroke),Male,Non-Hispanic White,279.0,21.1,15.2
2021,Accidents Except Drug Poisoning,Male,Non-Hispanic White,266.0,20.1,16.6
2021,Other Causes,Male,Non-Hispanic White,264.0,20.0,14.2
2021,Diabetes Mellitus,Male,Non-Hispanic White,263.0,19.9,14.8
2021,Essential Hypertension and Renal Diseases,Male,Non-Hispanic White,187.0,14.2,10.2
2021,Other Causes,Male,Non-Hispanic White,2777.0,210.3,161.9
2021,Diseases of Heart,Male,Non-Hispanic Black,2306.0,272.5,259.8
2021,Malignant Neoplasms (Cancer),Male,Non-Hispanic Black,1283.0,151.6,141.8
2021,Covid-19,Male,Non-Hispanic Black,916.0,108.2,102.1
2021,Mental and Behavioral Disorders,Male,Non-Hispanic Black,652.0,77.0,69.5
2021,Diabetes Mellitus,Male,Non-Hispanic Black,304.0,35.9,33.7
2021,Assault (Homicide),Male,Non-Hispanic Black,291.0,34.4,34.9
2021,Cerebrovascular Disease (Stroke),Male,Non-Hispanic Black,260.0,30.7,29.4
2021,Accidents Except Drug Poisoning,Male,Non-Hispanic Black,211.0,24.9,24.1
2021,Other Causes,Male,Non-Hispanic Black,196.0,23.2,22.5
2021,Essential Hypertension and Renal Diseases,Male,Non-Hispanic Black,182.0,21.5,20.8
2021,Other Causes,Male,Non-Hispanic Black,1886.0,222.9,216.1
2021,Diseases of Heart,Male,Other Race/ Ethnicity,106.0,,
2021,Covid-19,Male,Other Race/ Ethnicity,78.0,,
2021,Malignant Neoplasms (Cancer),Male,Other Race/ Ethnicity,52.0,,
2021,Diabetes Mellitus,Male,Other Race/ Ethnicity,15.0,,
2021,Accidents Except Drug Poisoning,Male,Other Race/ Ethnicity,14.0,,
2021,Cerebrovascular Disease (Stroke),Male,Other Race/ Ethnicity,11.0,,
2021,Other Causes,Male,Other Race/ Ethnicity,11.0,,
2021,Mental and Behavioral Disorders,Male,Other Race/ Ethnicity,9.0,,
2021,Other Causes,Male,Other Race/ Ethnicity,9.0,,
2021,Other Causes,Male,Other Race/ Ethnicity,9.0,,
2021,Intentional Self-Harm (Suicide),Male,Other Race/ Ethnicity,9.0,,
2021,Other Causes,Male,Other Race/ Ethnicity,84.0,,
2021,Diseases of Heart,Male,Not Stated/Unknown,190.0,,
2021,Malignant Neoplasms (Cancer),Male,Not Stated/Unknown,84.0,,
2021,Covid-19,Male,Not Stated/Unknown,66.0,,
2021,Mental and Behavioral Disorders,Male,Not Stated/Unknown,53.0,,
2021,Diabetes Mellitus,Male,Not Stated/Unknown,22.0,,
2021,Accidents Except Drug Poisoning,Male,Not Stated/Unknown,20.0,,
2021,Septicemia,Male,Not Stated/Unknown,17.0,,
2021,Other Causes,Male,Not Stated/Unknown,17.0,,
2021,Intentional Self-Harm (Suicide),Male,Not Stated/Unknown,17.0,,
2021,Mental and Behavioral Disorders,Male,Not Stated/Unknown,16.0,,
2021,Cerebrovascular Disease (Stroke),Male,Not Stated/Unknown,16.0,,
2021,Other Causes,Male,Not Stated/Unknown,16.0,,
2021,Other Causes,Male,Not Stated/Unknown,16.0,,
2021,Other Causes,Male,Not Stated/Unknown,163.0,,
2021,Diseases of Heart,Female,Hispanic,1409.0,111.0,95.5
2021,Malignant Neoplasms (Cancer),Female,Hispanic,1157.0,91.2,80.8
2021,Covid-19,Female,Hispanic,966.0,76.1,66.8
2021,Cerebrovascular Disease (Stroke),Female,Hispanic,265.0,20.9,18.0
2021,Mental and Behavioral Disorders,Female,Hispanic,233.0,18.4,17.8
2021,Other Causes,Female,Hispanic,223.0,17.6,14.7
2021,Diabetes Mellitus,Female,Hispanic,184.0,14.5,12.6
2021,Other Causes,Female,Hispanic,163.0,12.8,11.3
2021,Essential Hypertension and Renal Diseases,Female,Hispanic,147.0,11.6,9.9
2021,Other Causes,Female,Hispanic,1589.0,125.2,111.0
2021,Malignant Neoplasms (Cancer),Female,Asian and Pacific Islander,615.0,91.6,73.9
2021,Diseases of Heart,Female,Asian and Pacific Islander,607.0,90.4,70.3
2021,Covid-19,Female,Asian and Pacific Islander,413.0,61.5,48.9
2021,Cerebrovascular Disease (Stroke),Female,Asian and Pacific Islander,128.0,19.1,15.2
2021,Diabetes Mellitus,Female,Asian and Pacific Islander,77.0,11.5,9.0
2021,Other Causes,Female,Asian and Pacific Islander,64.0,9.5,7.5
2021,Essential Hypertension and Renal Diseases,Female,Asian and Pacific Islander,60.0,8.9,7.0
2021,Other Causes,Female,Asian and Pacific Islander,59.0,8.8,6.8
2021,Accidents Except Drug Poisoning,Female,Asian and Pacific Islander,42.0,6.3,5.2
2021,Other Causes,Female,Asian and Pacific Islander,40.0,6.0,4.6
2021,Other Causes,Female,Asian and Pacific Islander,559.0,83.2,68.7
2021,Diseases of Heart,Female,Non-Hispanic White,3601.0,263.5,132.7
2021,Malignant Neoplasms (Cancer),Female,Non-Hispanic White,2427.0,177.6,112.8
2021,Covid-19,Female,Non-Hispanic White,1152.0,84.3,46.3
2021,Cerebrovascular Disease (Stroke),Female,Non-Hispanic White,451.0,33.0,16.5
2021,Other Causes,Female,Non-Hispanic White,343.0,25.1,11.2
2021,Other Causes,Female,Non-Hispanic White,342.0,25.0,13.8
2021,Other Causes,Female,Non-Hispanic White,293.0,21.4,11.1
2021,Essential Hypertension and Renal Diseases,Female,Non-Hispanic White,224.0,16.4,8.0
2021,Accidents Except Drug Poisoning,Female,Non-Hispanic White,213.0,15.6,9.2
2021,Mental and Behavioral Disorders,Female,Non-Hispanic White,189.0,13.8,13.1
2021,Other Causes,Female,Non-Hispanic White,2670.0,195.4,116.8
2021,Diseases of Heart,Female,Non-Hispanic Black,2356.0,235.4,162.7
2021,Malignant Neoplasms (Cancer),Female,Non-Hispanic Black,1621.0,161.9,118.6
2021,Covid-19,Female,Non-Hispanic Black,1029.0,102.8,74.2
2021,Cerebrovascular Disease (Stroke),Female,Non-Hispanic Black,365.0,36.5,25.3
2021,Diabetes Mellitus,Female,Non-Hispanic Black,341.0,34.1,24.3
2021,Essential Hypertension and Renal Diseases,Female,Non-Hispanic Black,273.0,27.3,18.8
2021,Mental and Behavioral Disorders,Female,Non-Hispanic Black,229.0,22.9,20.3
2021,Other Causes,Female,Non-Hispanic Black,220.0,22.0,15.3
2021,Other Causes,Female,Non-Hispanic Black,186.0,18.6,13.3
2021,Other Causes,Female,Non-Hispanic Black,175.0,17.5,11.1
2021,Other Causes,Female,Non-Hispanic Black,1993.0,199.1,151.0
2021,Diseases of Heart,Female,Other Race/ Ethnicity,85.0,,
2021,Covid-19,Female,Other Race/ Ethnicity,62.0,,
2021,Malignant Neoplasms (Cancer),Female,Other Race/ Ethnicity,61.0,,
2021,Diabetes Mellitus,Female,Other Race/ Ethnicity,15.0,,
2021,Cerebrovascular Disease (Stroke),Female,Other Race/ Ethnicity,15.0,,
2021,Septicemia,Female,Other Race/ Ethnicity,7.0,,
2021,Other Causes,Female,Other Race/ Ethnicity,6.0,,
2021,Other Causes,Female,Other Race/ Ethnicity,6.0,,
2021,Mental and Behavioral Disorders,Female,Other Race/ Ethnicity,5.0,,
2021,Essential Hypertension and Renal Diseases,Female,Other Race/ Ethnicity,4.0,,
2021,Other Causes,Female,Other Race/ Ethnicity,4.0,,
2021,Other Causes,Female,Other Race/ Ethnicity,71.0,,
2021,Diseases of Heart,Female,Not Stated/Unknown,113.0,,
2021,Malignant Neoplasms (Cancer),Female,Not Stated/Unknown,59.0,,
2021,Covid-19,Female,Not Stated/Unknown,33.0,,
2021,Cerebrovascular Disease (Stroke),Female,Not Stated/Unknown,17.0,,
2021,Mental and Behavioral Disorders,Female,Not Stated/Unknown,15.0,,
2021,Other Causes,Female,Not Stated/Unknown,15.0,,
2021,Other Causes,Female,Not Stated/Unknown,12.0,,
2021,Other Causes,Female,Not Stated/Unknown,11.0,,
2021,Essential Hypertension and Renal Diseases,Female,Not Stated/Unknown,10.0,,
2021,Other Causes,Female,Not Stated/Unknown,7.0,,
2021,Diabetes Mellitus,Female,Not Stated/Unknown,7.0,,
2021,Other Causes,Female,Not Stated/Unknown,7.0,,
2021,Other Causes,Female,Not Stated/Unknown,102.0,,
